pando , 1409891 , --env=min-space_invaders --optim=sepcma 
pando , 1409892 , --env=min-breakout --im --optim=sepcma 
pando , 1409893 , --env=min-seaquest --im --optim=sepcma 
pando , 1409894 , --env=min-asterix --im --optim=sepcma 
pando , 1409895 , --env=min-freeway --im --optim=sepcma 
pando , 1409896 , --env=min-space_invaders --im --optim=sepcma 
pando , 1409897 , --env=min-breakout --optim=canonical 
pando , 1409898 , --env=min-seaquest --optim=canonical 
pando , 1409899 , --env=min-asterix --optim=canonical 
pando , 1409900 , --env=min-freeway --optim=canonical 
pando , 1409901 , --env=min-space_invaders --optim=canonical 
pando , 1409902 , --env=min-breakout --im --optim=canonical 
pando , 1409903 , --env=min-seaquest --im --optim=canonical 
pando , 1409904 , --env=min-asterix --im --optim=canonical 
pando , 1409905 , --env=min-freeway --im --optim=canonical 
pando , 1409906 , --env=min-space_invaders --im --optim=canonical 
pando , 1409907 , --env=min-breakout --optim=sepcma 
pando , 1409908 , --env=min-seaquest --optim=sepcma 
pando , 1409909 , --env=min-asterix --optim=sepcma 
pando , 1409910 , --env=min-freeway --optim=sepcma 
